Country,year,policy,policy_imp,policy_exp,policy_impexp,policy_eu,policy_contig,policy_comlang_off,policy_comrelig,policy_comcol,policy_col45,policy_fta_hmr,policy_fta_wto,policy_ODA,patents_ds_imp,capacity_ws_ds_imp,patents_ds_exp,capacity_ws_ds_exp,patents_ds_eu,capacity_ws_ds_eu,patents_ds_imp_imp,capacity_ws_ds_imp_imp,patents_ds,policy_leakage_index,policy_share,capacity_ds_global,patents_ds_global,ff_perc_tot,co2_int,ffperctot_co2int,innovator,Duration,gdp_pc_ppp,exports,imports,pop_tot,co2_tot,co2_pc,co2_int_gdp,merch_exp,co2intExpShare,v2x_polyarchy,v2x_libdem,UniqueID,gdp_pc_ppp_sc,pop_tot_sc,co2_int_sc,co2_int_gdp_sc,ff_perc_tot_sc,v2x_polyarchy_sc,merch_exp_sc
Albania,1990,0.0,0.012312455255499842,0.010700099118340035,0.011753917072300274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.187838913244497,60.10905850847047,1.8262792915095973,24.58220845660467,0.0,0.0,52.57792504668376,1444.5348575495898,,12.41095489754384,0.0,2.5370907239158766,,0.10219675262655206,90.68194842406876,9.267400650788309,0,1.0,4827.02770509029,15.4050638293415,24.0318995737727,3286542.0,6060.5,1.84403546341413,0.382022970671895,7.251092077519849e-05,,0.182,0.081,Albania_1990,-7.1787327056481445,-8.999497633584845,-7.762385836638522,4.997990094451389,-8.379209980617672,-6.45315770556272,-9.868224242696986
Albania,1991,0.0,0.00017393136683043693,0.0008821730649585874,0.00035569822881085025,0.0,0.0,0.0,0.000205,0.0,0.0,0.0,0.0,0.008497892167739073,2.6211735820588467,100.77307518017909,2.2248048139456036,53.55345370284853,0.0,0.0,74.92808517337511,2880.6690300733676,,0.0002608970502456554,1.728681557665487e-05,2.710860440329969,,0.04339467179346333,51.018950837681956,2.2139506268480496,0,2.0,3496.36962587578,7.48481872467814,28.5857013386048,3266790.0,4119.6,1.26105442957766,0.360675376037162,3.0839621018065234e-05,,0.291,0.213,Albania_1991,-7.9564664060149495,-9.005510617061532,-8.74108652297176,4.159896478486413,-9.311781938960127,-4.328949957795338,-9.943954450293182
Albania,1992,0.0,0.002126687855104695,0.0033216167401005853,0.0023247101320741192,0.0,0.0,0.0,0.0006150000100000001,0.0,0.0,0.0,0.0,0.0026346494034400992,3.5243391455669904,155.66730729079532,3.0760126500757434,119.64843479973783,0.0,0.0,339.3440986852493,14988.563786149562,,1.484919044652007,0.00025881092107534625,2.7975965772403546,,0.03716012084592145,32.73716012084592,1.216516826242915,0,3.0,3264.82075682893,12.4995914932505,96.2858807479086,3247039.0,2239.3,0.689643703078405,0.211234782686277,1.9683002433943846e-05,,0.39,0.311,Albania_1992,-8.091800464818288,-9.011523296114184,-9.192197185573544,-1.7070505661992463,-9.410658837603197,-2.3996236547772565,-9.964229628806242
Albania,1993,0.0,0.01076739814246097,0.0033042379051291793,0.009086042533709931,0.0,0.0,0.0,0.0006150000100000001,0.0,0.0,0.0,0.0,0.006953580154106372,2.064587440583737,63.85470999346834,1.9947788525134142,101.29348437505503,0.0,0.0,133.24744722659366,4121.151244443513,,9.970135360247184,0.0003028764582498344,3.0591967088849565,,0.04649811101424005,52.18482999128161,2.426496018193856,0,4.0,3598.81026672314,15.9788298133865,64.5395029570264,3227287.0,2078.4,0.644008419455722,0.178950367406314,3.408871504265141e-05,,0.447,0.313,Albania_1993,-7.896592618812459,-9.01753627959087,-8.712317978049647,-2.974517126449367,-9.262562925777043,-1.2887994197062405,-9.938049797296623
Albania,1994,0.0,0.010773847915652064,0.005946067080002986,0.008512588694666439,0.0,0.0,0.0,0.0006150000100000001,0.0,0.0,0.0,0.0,0.017223910840932118,1.4049495257661788,66.13244849395232,3.7965785864618784,246.10246170662865,0.0,0.0,57.769965550537165,2719.2929007074717,,6.923680746600702,0.0006292667459031066,3.334735297004766,,0.032400207361327114,53.76671850699844,1.7420528287648536,0,5.0,3921.61497019167,11.983694347693,41.1188903879182,3207536.0,2084.7,0.649938145666954,0.165732268620748,3.4278161897227706e-05,,0.439,0.36,Albania_1994,-7.707921990011567,-9.023548958643524,-8.673284231982857,-3.493451666706802,-9.486148714440532,-1.444704575505682,-9.93770551118822
Albania,1995,0.0,0.013408608568775677,0.007236849137884948,0.011947336051570563,0.0,0.0,0.0,0.0006150000100000001,0.0,0.0,0.0,0.0,0.050025947067981316,1.3603419694661494,84.5155330455115,2.5271473920164085,153.80024101785642,0.0,0.0,47.5708395032475,2955.4883612223084,,8.261476323119764,0.0005994626701550082,4.029476247119967,,0.045193851800871765,39.06400550584996,1.7654528755798218,0,6.0,4471.60170207133,12.6408294970517,34.9697653759195,3187784.0,1951.1,0.612055270997031,0.136876070763082,4.1460646252429655e-05,,0.449,0.364,Albania_1995,-7.386469602791319,-9.029561942120209,-9.036079688222488,-4.6263284905051965,-9.283247832698104,-1.2498231307563792,-9.924652617843256
Albania,1996,0.0,0.006041290578072303,0.0035816228205734105,0.005578557270850749,0.0,0.0,0.0,0.0006150000100000001,0.0,0.0,0.0,0.0,0.030822355799974423,1.9906792182138264,138.50419472538627,2.3253882382751776,162.6035629467822,0.0,0.0,66.24007291090595,4608.742520207709,,4.001891905555332,0.0008540162662808656,4.800496391461507,,0.032098343862045416,15.857947754823288,0.509013859980669,0,7.0,4908.93239201987,11.620333234637,33.27511148197,3168033.0,1968.0,0.62120565031993,0.12654597796657,4.052736478152422e-05,,0.404,0.337,Albania_1996,-7.130861628744054,-9.035574621172861,-9.60869865375962,-5.031881667489192,-9.490936120441967,-2.1267896321282356,-9.926348691638632
Albania,1997,0.0,0.006146426554845743,0.005611336927740402,0.006047076936321913,0.0,0.0,0.0,0.0006150000100000001,0.0,0.0,0.0,0.0,0.02889265749638842,1.6051117468453304,159.10396276739377,2.44702801810582,236.74709464219387,0.0,0.0,56.54556516238063,5604.982651169624,,3.659712461010958,0.0003541500747046283,5.812861914866833,,0.02868292682926829,18.12292682926829,0.5198185841760856,0,8.0,4400.31275393017,10.1971272832635,35.2284289698301,3148281.0,1479.16,0.469830996661353,0.106772182554915,2.6275436134433447e-05,,0.377,0.311,Albania_1997,-7.428136067151428,-9.041587604649546,-9.552809368794163,-5.808188880618584,-9.545102947630518,-2.6529695329513494,-9.952249048032138
Albania,1998,0.0,0.005061808533479036,0.005436599794238684,0.005139110754799436,0.0,0.0,0.0,0.0006150000100000001,0.0,0.0,0.0,0.0,0.05214042364094207,1.6404655442953981,200.7635954144119,2.5981065725037076,291.220064745291,0.0,0.0,60.15647612108842,7362.075037496906,,2.7834535920127212,0.00033679440718648946,7.54769030275657,,0.02754491017964072,24.7185628742515,0.6808705941410593,0,9.0,4819.06783239106,11.4671662578473,36.6703685610943,3128530.0,1804.55,0.576804441702653,0.11969211925711,3.93909884178965e-05,,0.407,0.332,Albania_1998,-7.183385036209633,-9.0476002837022,-9.390059351981394,-5.300960002889961,-9.563151329601592,-2.0683251987034454,-9.928413854434766
Albania,1999,0.0,0.005113168225657927,0.012396803207343123,0.006820809963453321,0.0,0.0,0.0,0.0006150000100000001,0.0,0.0,0.0,0.0,0.044272719954922324,2.197203276330411,382.14133798262407,2.7418511213601686,450.756103947344,0.0,0.0,75.076826266054,13057.489559506988,,2.581447196239034,0.0002977508499498528,11.006394521881317,,0.019861345325089003,22.134719880082443,0.43962531521243003,0,10.0,5474.84991414145,16.8417629634305,34.1692673931568,3108778.0,2985.35,0.960296939826517,0.175401509609621,6.276498536377763e-05,,0.398,0.319,Albania_1999,-6.800098124988197,-9.053613267178886,-9.453816734571118,-3.113843130819748,-9.685008873109277,-2.243718498977816,-9.885935754366349
Albania,2000,0.0,0.009024776509133551,0.010496824760730196,0.009304215840723884,0.0,0.0,0.0,0.00063550001,0.0,0.0,0.0,0.0,0.06090702947845805,2.853987510434633,605.6842469526389,3.271163544337772,700.8177201439903,0.0,0.0,123.68835849172063,26249.62092369385,,2.257022306543154,0.0014952751197136408,14.724071655655113,,0.028827674567584883,40.60004270766603,1.170404818606644,0,11.0,5892.58219111228,20.1152855452625,43.3387875873655,3089027.0,3186.54,1.03156754537918,0.175062054617597,4.143885878970589e-05,,0.392,0.327,Albania_2000,-6.555944893886971,-9.05962594623154,-8.998177342077911,-3.1271699278941067,-9.542807319994981,-2.360647365827396,-9.92469221269834
Albania,2001,0.0,0.006266812806376111,0.002501258612150209,0.005558314311543652,0.0,0.0,0.0,0.00063550001,0.0,0.0,0.0,0.0,0.054814877717391304,3.0923894138412438,862.664754259433,3.3468068930739956,972.9627539531107,0.0,0.0,139.6449250144193,38955.88129423259,,1.4336890404550977,0.0013324960256217374,20.598761207360685,,0.03536184210526316,49.52302631578947,1.7512254371537395,0,12.0,6441.44069815766,21.3334108322137,45.1576132001299,3060173.0,3234.2,1.05686835352119,0.16407328780089,5.061252697960925e-05,,0.438,0.368,Albania_2001,-6.235151923604039,-9.068409797245932,-8.777999072334428,-3.5585822473610325,-9.43917865021972,-1.4641927199806108,-9.908020695359333
Albania,2002,0.0,0.0037258230514958324,0.0007890188190612255,0.003182563597966479,0.0,0.0,0.0,0.00063550001,0.0,0.0,0.0,0.0,0.057565728310587184,3.680853289563976,1112.897423492356,4.101462443902516,1253.0460863365731,0.0,0.0,175.13298259502324,52951.04959796453,,2.060849837051248,0.0012552010981108886,26.736501160923734,,0.045042570722329034,44.21642405932436,1.9916214077806085,0,13.0,6753.88119038837,20.9456161731319,47.5794520503068,3051010.0,3761.9,1.23300153064067,0.182561921935404,5.344941288178012e-05,,0.531,0.435,Albania_2002,-6.05253889628867,-9.07119923464958,-8.908941653242191,-2.832729686396754,-9.285647075882665,0.34820471618788673,-9.902865157625923
Albania,2003,0.0,0.006460300133194738,0.0004922873325779615,0.005298829185674009,0.0,0.0,0.0,0.00063550001,0.0,0.0,0.0,0.0,0.039765536535003,3.664766656474762,1294.5817556516758,3.6352660473873617,1143.4697106369997,0.0,0.0,169.21391065951974,59774.949424203674,,3.9958834356048047,0.001342637978584169,33.37017419319589,,0.0193560751245688,29.66653890379456,0.5742277557077905,0,14.0,7153.99539943323,20.8473864531722,46.1731745895907,3039616.0,4137.4,1.3611587779509,0.190265537221164,6.024638350238854e-05,,0.535,0.416,Albania_2003,-5.818682949948579,-9.074667842068239,-9.267966019889514,-2.5302904232705457,-9.69302220892521,0.4261572940876093,-9.890512867221643
Albania,2004,0.0,0.006295956699190674,0.0005696038248501245,0.0051018447819901665,0.0,0.0,0.0,0.00065600001,0.0,0.0,0.0,0.0,0.0514018691588785,4.4225379702554815,1631.2423955739562,3.8970378894479905,1334.9695019016417,0.0,0.0,198.26072559555854,73127.98740087399,,3.7421087080546354,0.0023831925173616896,40.58470595499605,,0.023813819231463106,30.161284502976727,0.7182553769426173,0,15.0,7580.12811430816,22.2175607600291,44.8296265467915,3026939.0,4322.3,1.42794420369885,0.188379956402515,6.696156317729408e-05,,0.495,0.411,Albania_2004,-5.5696198898252245,-9.078527025519735,-9.25575796989467,-2.60431718242235,-9.622324589169947,-0.3533684849095966,-9.87830921737654
